time,uav1,uav2,distance,signal
16,0,2,101.9803902718557,0.4900980486407215
16,1,2,50.99019513592785,0.7450490243203607
17,0,1,50.99019513592785,0.7450490243203607
17,0,2,101.9803902718557,0.4900980486407215
17,1,2,50.99019513592785,0.7450490243203607
18,0,1,50.99019513592785,0.7450490243203607
18,0,2,101.9803902718557,0.4900980486407215
18,1,2,50.99019513592785,0.7450490243203607
19,0,1,50.99019513592785,0.7450490243203607
19,0,2,101.9803902718557,0.4900980486407215
19,1,2,50.99019513592785,0.7450490243203607
20,0,1,50.99019513592785,0.7450490243203607
20,0,2,101.9803902718557,0.4900980486407215
20,1,2,50.99019513592785,0.7450490243203607
21,0,1,50.99019513592785,0.7450490243203607
21,0,2,101.9803902718557,0.4900980486407215
21,1,2,50.99019513592785,0.7450490243203607
22,0,1,50.99019513592785,0.7450490243203607
22,0,2,101.9803902718557,0.4900980486407215
22,1,2,50.99019513592785,0.7450490243203607
23,0,1,50.99019513592785,0.7450490243203607
23,0,2,101.9803902718557,0.4900980486407215
23,1,2,50.99019513592785,0.7450490243203607
24,0,1,50.99019513592785,0.7450490243203607
24,0,2,101.9803902718557,0.4900980486407215
24,1,2,50.99019513592785,0.7450490243203607
25,0,1,50.99019513592785,0.7450490243203607
25,0,2,101.9803902718557,0.4900980486407215
25,1,2,50.99019513592785,0.7450490243203607
26,0,1,50.99019513592785,0.7450490243203607
26,0,2,101.9803902718557,0.4900980486407215
26,1,2,50.99019513592785,0.7450490243203607
27,0,1,50.99019513592785,0.7450490243203607
27,0,2,101.9803902718557,0.4900980486407215
27,1,2,50.99019513592785,0.7450490243203607
28,0,1,50.99019513592785,0.7450490243203607
28,0,2,101.9803902718557,0.4900980486407215
28,1,2,50.99019513592785,0.7450490243203607
29,0,1,50.99019513592785,0.7450490243203607
29,0,2,101.9803902718557,0.4900980486407215
29,1,2,50.99019513592785,0.7450490243203607
30,0,1,50.99019513592785,0.7450490243203607
30,0,2,101.9803902718557,0.4900980486407215
30,1,2,50.99019513592785,0.7450490243203607
31,0,1,50.99019513592785,0.7450490243203607
31,0,2,101.9803902718557,0.4900980486407215
31,1,2,50.99019513592785,0.7450490243203607
32,0,1,50.99019513592785,0.7450490243203607
32,0,2,101.9803902718557,0.4900980486407215
32,1,2,50.99019513592785,0.7450490243203607
33,0,1,50.99019513592785,0.7450490243203607
33,0,2,101.9803902718557,0.4900980486407215
33,1,2,50.99019513592785,0.7450490243203607
34,0,1,50.99019513592785,0.7450490243203607
34,0,2,101.9803902718557,0.4900980486407215
34,1,2,50.99019513592785,0.7450490243203607
35,0,1,50.99019513592785,0.7450490243203607
35,0,2,101.9803902718557,0.4900980486407215
35,1,2,50.99019513592785,0.7450490243203607
36,0,1,50.99019513592785,0.7450490243203607
36,0,2,101.9803902718557,0.4900980486407215
36,1,2,50.99019513592785,0.7450490243203607
37,0,1,50.99019513592785,0.7450490243203607
37,0,2,101.9803902718557,0.4900980486407215
37,1,2,50.99019513592785,0.7450490243203607
38,0,1,50.99019513592785,0.7450490243203607
38,0,2,101.9803902718557,0.4900980486407215
38,1,2,50.99019513592785,0.7450490243203607
39,0,1,50.99019513592785,0.7450490243203607
39,0,2,101.9803902718557,0.4900980486407215
39,1,2,50.99019513592785,0.7450490243203607
40,0,1,50.99019513592785,0.7450490243203607
40,0,2,101.9803902718557,0.4900980486407215
40,1,2,50.99019513592785,0.7450490243203607
41,0,1,50.99019513592785,0.7450490243203607
41,0,2,101.9803902718557,0.4900980486407215
41,1,2,50.99019513592785,0.7450490243203607
42,0,1,50.99019513592785,0.7450490243203607
42,0,2,101.9803902718557,0.4900980486407215
42,1,2,50.99019513592785,0.7450490243203607
43,0,1,50.99019513592785,0.7450490243203607
43,0,2,101.9803902718557,0.4900980486407215
43,1,2,50.99019513592785,0.7450490243203607
44,0,1,50.99019513592785,0.7450490243203607
44,0,2,101.9803902718557,0.4900980486407215
44,1,2,50.99019513592785,0.7450490243203607
45,0,1,50.99019513592785,0.7450490243203607
45,0,2,101.9803902718557,0.4900980486407215
45,1,2,50.99019513592785,0.7450490243203607
46,0,1,50.99019513592785,0.7450490243203607
46,0,2,101.9803902718557,0.4900980486407215
46,1,2,50.99019513592785,0.7450490243203607
47,0,1,50.99019513592785,0.7450490243203607
47,0,2,101.9803902718557,0.4900980486407215
47,1,2,50.99019513592785,0.7450490243203607
48,0,1,50.99019513592785,0.7450490243203607
48,0,2,101.9803902718557,0.4900980486407215
48,1,2,50.99019513592785,0.7450490243203607
49,0,1,50.99019513592785,0.7450490243203607
49,0,2,101.9803902718557,0.4900980486407215
49,1,2,50.99019513592785,0.7450490243203607
50,0,1,50.99019513592785,0.7450490243203607
50,0,2,101.9803902718557,0.4900980486407215
50,1,2,50.99019513592785,0.7450490243203607
51,0,1,50.99019513592785,0.7450490243203607
51,0,2,101.9803902718557,0.4900980486407215
51,1,2,50.99019513592785,0.7450490243203607
52,0,1,50.99019513592785,0.7450490243203607
52,0,2,101.9803902718557,0.4900980486407215
52,1,2,50.99019513592785,0.7450490243203607
53,0,1,50.99019513592785,0.7450490243203607
53,0,2,101.9803902718557,0.4900980486407215
53,1,2,50.99019513592785,0.7450490243203607
54,0,1,50.99019513592785,0.7450490243203607
54,0,2,101.9803902718557,0.4900980486407215
54,1,2,50.99019513592785,0.7450490243203607
55,0,1,50.99019513592785,0.7450490243203607
55,0,2,101.9803902718557,0.4900980486407215
55,1,2,50.99019513592785,0.7450490243203607
56,0,1,50.99019513592785,0.7450490243203607
56,0,2,101.9803902718557,0.4900980486407215
56,1,2,50.99019513592785,0.7450490243203607
57,0,1,50.99019513592785,0.7450490243203607
57,0,2,101.9803902718557,0.4900980486407215
57,1,2,50.99019513592785,0.7450490243203607
58,0,1,50.99019513592785,0.7450490243203607
58,0,2,101.9803902718557,0.4900980486407215
58,1,2,50.99019513592785,0.7450490243203607
59,0,1,50.99019513592785,0.7450490243203607
59,0,2,101.9803902718557,0.4900980486407215
59,1,2,50.99019513592785,0.7450490243203607
60,0,1,50.99019513592785,0.7450490243203607
60,0,2,101.9803902718557,0.4900980486407215
60,1,2,50.99019513592785,0.7450490243203607
61,0,1,50.99019513592785,0.7450490243203607
61,0,2,101.9803902718557,0.4900980486407215
61,1,2,50.99019513592785,0.7450490243203607
62,0,1,50.99019513592785,0.7450490243203607
62,0,2,101.9803902718557,0.4900980486407215
62,1,2,50.99019513592785,0.7450490243203607
63,0,1,50.99019513592785,0.7450490243203607
63,0,2,101.9803902718557,0.4900980486407215
63,1,2,50.99019513592785,0.7450490243203607
64,0,1,50.99019513592785,0.7450490243203607
64,0,2,101.9803902718557,0.4900980486407215
64,1,2,50.99019513592785,0.7450490243203607
65,0,1,50.99019513592785,0.7450490243203607
65,0,2,101.9803902718557,0.4900980486407215
65,1,2,50.99019513592785,0.7450490243203607
66,0,1,50.99019513592785,0.7450490243203607
66,0,2,101.9803902718557,0.4900980486407215
66,1,2,50.99019513592785,0.7450490243203607
67,0,1,50.99019513592785,0.7450490243203607
67,0,2,101.9803902718557,0.4900980486407215
67,1,2,50.99019513592785,0.7450490243203607
68,0,1,50.99019513592785,0.7450490243203607
68,0,2,101.9803902718557,0.4900980486407215
68,1,2,50.99019513592785,0.7450490243203607
69,0,1,50.99019513592785,0.7450490243203607
69,0,2,101.9803902718557,0.4900980486407215
69,1,2,50.99019513592785,0.7450490243203607
70,0,1,50.99019513592785,0.7450490243203607
70,0,2,101.9803902718557,0.4900980486407215
70,1,2,50.99019513592785,0.7450490243203607
71,0,1,50.99019513592785,0.7450490243203607
71,0,2,101.9803902718557,0.4900980486407215
71,1,2,50.99019513592785,0.7450490243203607
72,0,1,50.99019513592785,0.7450490243203607
72,0,2,101.9803902718557,0.4900980486407215
72,1,2,50.99019513592785,0.7450490243203607
73,0,1,50.99019513592785,0.7450490243203607
73,0,2,101.9803902718557,0.4900980486407215
73,1,2,50.99019513592785,0.7450490243203607
74,0,1,50.99019513592785,0.7450490243203607
74,0,2,101.9803902718557,0.4900980486407215
74,1,2,50.99019513592785,0.7450490243203607
75,0,1,50.99019513592785,0.7450490243203607
75,0,2,101.9803902718557,0.4900980486407215
75,1,2,50.99019513592785,0.7450490243203607
76,0,1,50.99019513592785,0.7450490243203607
76,0,2,101.9803902718557,0.4900980486407215
76,1,2,50.99019513592785,0.7450490243203607
77,0,1,50.99019513592785,0.7450490243203607
77,0,2,101.9803902718557,0.4900980486407215
77,1,2,50.99019513592785,0.7450490243203607
78,0,1,50.99019513592785,0.7450490243203607
78,0,2,101.9803902718557,0.4900980486407215
78,1,2,50.99019513592785,0.7450490243203607
79,0,1,50.99019513592785,0.7450490243203607
79,0,2,101.9803902718557,0.4900980486407215
79,1,2,50.99019513592785,0.7450490243203607
80,0,1,50.99019513592785,0.7450490243203607
80,0,2,101.9803902718557,0.4900980486407215
80,1,2,50.99019513592785,0.7450490243203607
81,0,1,50.99019513592785,0.7450490243203607
81,0,2,101.9803902718557,0.4900980486407215
81,1,2,50.99019513592785,0.7450490243203607
82,0,1,50.99019513592785,0.7450490243203607
82,0,2,101.9803902718557,0.4900980486407215
82,1,2,50.99019513592785,0.7450490243203607
83,0,1,50.99019513592785,0.7450490243203607
83,0,2,101.9803902718557,0.4900980486407215
83,1,2,50.99019513592785,0.7450490243203607
84,0,1,50.99019513592785,0.7450490243203607
84,0,2,101.9803902718557,0.4900980486407215
84,1,2,50.99019513592785,0.7450490243203607
85,0,1,50.99019513592785,0.7450490243203607
85,0,2,101.9803902718557,0.4900980486407215
85,1,2,50.99019513592785,0.7450490243203607
86,0,1,50.99019513592785,0.7450490243203607
86,0,2,101.9803902718557,0.4900980486407215
86,1,2,50.99019513592785,0.7450490243203607
87,0,1,50.99019513592785,0.7450490243203607
87,0,2,101.9803902718557,0.4900980486407215
87,1,2,50.99019513592785,0.7450490243203607
88,0,1,50.99019513592785,0.7450490243203607
88,0,2,101.9803902718557,0.4900980486407215
88,1,2,50.99019513592785,0.7450490243203607
89,0,1,50.99019513592785,0.7450490243203607
89,0,2,101.9803902718557,0.4900980486407215
89,1,2,50.99019513592785,0.7450490243203607
90,0,1,50.99019513592785,0.7450490243203607
90,0,2,101.9803902718557,0.4900980486407215
90,1,2,50.99019513592785,0.7450490243203607
91,0,1,50.99019513592785,0.7450490243203607
91,0,2,101.9803902718557,0.4900980486407215
91,1,2,50.99019513592785,0.7450490243203607
92,0,1,50.99019513592785,0.7450490243203607
92,0,2,101.9803902718557,0.4900980486407215
92,1,2,50.99019513592785,0.7450490243203607
93,0,1,50.99019513592785,0.7450490243203607
93,0,2,101.9803902718557,0.4900980486407215
93,1,2,50.99019513592785,0.7450490243203607
94,0,1,50.99019513592785,0.7450490243203607
94,0,2,101.9803902718557,0.4900980486407215
94,1,2,50.99019513592785,0.7450490243203607
95,0,1,50.99019513592785,0.7450490243203607
95,0,2,101.9803902718557,0.4900980486407215
95,1,2,50.99019513592785,0.7450490243203607
96,0,1,50.99019513592785,0.7450490243203607
96,0,2,101.9803902718557,0.4900980486407215
96,1,2,50.99019513592785,0.7450490243203607
97,0,1,50.99019513592785,0.7450490243203607
97,0,2,101.9803902718557,0.4900980486407215
97,1,2,50.99019513592785,0.7450490243203607
98,0,1,50.99019513592785,0.7450490243203607
98,0,2,101.9803902718557,0.4900980486407215
98,1,2,50.99019513592785,0.7450490243203607
99,0,1,50.99019513592785,0.7450490243203607
99,0,2,101.9803902718557,0.4900980486407215
99,1,2,50.99019513592785,0.7450490243203607
